Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300067053_682,3300067053_682__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__,-,-,-,-,-,GCA_022705405.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__JAHDQI01 sp022705405,79.79,0.557,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018433925.1, s__JAHDQI01 sp0184339...",73.94,0.94957,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalosphaeraceae,g__JAHDQI01,s__,3300067053_682__dereplicated_genomes,k__Bacteria,2921,143,88,34,109,0,0,0,0,81.37,0.0,11,0.022287027625437727,0,3334257,41460,14341,11379.716723549489,293,293,2911,41460,0.5438021124346444,14341,0.9057175256736358,11379.716723549489,3.334257,0.8346202727044448,0.9680145882656858,0.029725031824777,0.05028582458895081,0.01999329151120149,0.03316716576276836,0.39298874594592964,0.016377165,0.017549279666666667,0.048049625
3300067053_1403,3300067053_1403__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__DTMW01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,87.49,0.77261,-,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA10834,f__DTMW01,g__,s__,3300067053_1403__dereplicated_genomes,p__Euryarchaeota,148,188,125,18,169,1,0,0,0,88.8,0.8,11,0.015674562362704685,0,1198785,47193,14231,10799.864864864865,111,111,1252,47193,0.5758205182747532,14231,0.919742072181417,10799.864864864865,1.198785,0.1919561165163596,0.769317681457568,0.014196403786508993,0.030079509012999252,0.44300095695151,0.49120313361462764,0.12909944487358055,0.0032113655,0.0044348045805555555,0.021517053
3300055390_1146,3300055390_1146__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__JAFGKK01;s__,-,-,-,-,-,GCA_016932475.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__JAFGKK01;s__JAFGKK01 sp016932475,80.02,0.586,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016928575.1, s__JAFGKK01 sp0169285...",79.05,0.953,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__RBG-16-64-43,g__JAFGKK01,s__,3300055390_1146__dereplicated_genomes,k__Bacteria,924,163,110,19,139,5,0,0,0,85.45,3.72,11,0.01780833361874404,0,3010853,37641,10848,8727.110144927536,345,345,2787,37641,0.5918522093240687,10848,0.8906173765374796,8727.110144927536,3.010853,0.797713522885859,0.9605180220828018,0.018499714119819315,0.03534766805036905,0.006211994024586795,0.013704811559397671,0.46235721422768683,0.013744422499999999,0.016704653200000003,0.0787138
3300060478_772,3300060478_772__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,71.44,0.85448,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__SZUA-6,f__Fen-1364,g__,s__,3300060478_772__dereplicated_genomes,c__Spirochaetia,72,215,125,57,156,2,0,0,0,79.2,1.6,11,0.018575851718639885,0,2599421,30481,7944,7063.64402173913,368,368,2587,30481,0.6220596817522056,7944,0.9331916607582996,7063.64402173913,2.599421,0.7055347312040927,0.9605180220828018,0.00038552934490402793,0.009601841618471552,7.390547296683443e-05,0.002217164087207212,0.6699998374142162,0.0069823435,0.015216466738888887,0.1387726
3300067053_358,3300067053_358__dereplicated_genomes,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.45,0.85054,-,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__,3300067053_358__dereplicated_genomes,k__Bacteria,2993,147,91,21,124,2,0,0,0,85.66,2.2,11,0.014039190580535413,0,2611468,42501,10698,8974.116838487973,291,291,2661,42501,0.6945767667840463,10698,0.9377197040132217,8974.116838487973,2.611468,0.9780404928232505,0.9966698355436934,0.00121932304003561,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.06891957,0.10244783021111113,0.31743506
3300055390_1064,3300055390_1064__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA6906;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,91.86,0.87864,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__UBA6906,s__,3300055390_1064__dereplicated_genomes,k__Bacteria,433,273,183,12,254,6,1,0,0,94.26,3.3,11,0.016925718656354522,0,4076222,114026,30055,19884.009756097563,205,205,3459,114026,0.5858922796648465,30055,0.9214912730464632,19884.009756097563,4.076222,0.3439952862059078,0.8820444178629765,0.04111256685002857,0.062472085895210624,0.1160061257566124,0.14955006573442803,0.26526740351350253,0.01208020575,0.013172615177777777,0.0372346
3300055390_145,3300055390_145__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__,-,-,-,-,-,GCA_015660865.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__JACTUA01 sp015660865,78.06,0.302,taxonomic classification defined by topology and ANI,-,-,84.1,0.86061,-,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__JACTUA01,g__JACTUA01,s__,3300055390_145__dereplicated_genomes,p__Euryarchaeota,90,234,153,53,180,1,0,0,0,77.53,0.03,11,0.021111800494859844,0,1344094,35193,8885,7636.897727272727,176,176,1452,35193,0.6271882770103877,8885,0.8848852833209582,7636.897727272727,1.344094,0.4989860805309222,0.9528154520223513,0.0019131407627907902,0.009884104782573393,0.0007477050572954974,0.0029908202291819897,0.569833681621598,0.01261986825,0.017032652836111113,0.06848478
3300055390_912,3300055390_912__dereplicated_genomes,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,72.06,0.86384,-,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,g__,s__,3300055390_912__dereplicated_genomes,k__Bacteria,2993,147,91,38,101,7,1,0,0,76.37,8.79,11,0.014747531746711673,0,3814150,82606,19121,12264.147909967845,311,311,3287,82606,0.7052638202482859,19121,0.9265791854017278,12264.147909967845,3.81415,0.9627717406176487,0.9876862023959893,0.0011388027613457796,0.009601841618471552,0.0002401612558628816,0.002217164087207212,-0.6222321810810553,0.012352047500000001,0.023602490911111104,0.06977955
3300067053_203,3300067053_203__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,-,-,-,-,-,GCA_002479215.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002479215,82.27,0.587,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001797845.1, s__UBA4810 sp00179784...",77.7,0.91022,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA4810,s__,3300067053_203__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,42,199,6,0,0,0,80.07,3.55,11,0.028009849279925617,0,1866281,87156,10507,8844.9336492891,211,211,1914,87156,0.4141214533074066,10507,0.8980078562660179,8844.9336492891,1.866281,0.9152872255803706,0.9791981895430706,0.01761127976871337,0.034371058657458986,0.009234280004013985,0.01897261662824784,0.43982915725010163,0.0062098685,0.009072138047222221,0.043853488
3300067053_431,3300067053_431__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_A;f__JAGNIJ01;g__JAGNIJ01;s__,-,-,-,-,-,GCA_018823105.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_A;f__JAGNIJ01;g__JAGNIJ01;s__JAGNIJ01 sp018823105,86.85,0.682,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018001225.1, s__JAGNIJ01 sp0180012...",86.02,0.93946,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__LD1-PB3_A,f__JAGNIJ01,g__JAGNIJ01,s__,3300067053_431__dereplicated_genomes,k__Bacteria,88,230,148,22,202,6,0,0,0,88.68,3.07,11,0.013133307506923724,0,3212414,101350,28678,20331.73417721519,158,158,2687,101350,0.641945278535083,28678,0.9197715487480754,20331.73417721519,3.212414,0.6088454545046742,0.9605180220828018,0.039922382229975316,0.06138419330212753,0.1570927149910046,0.1965955614507309,0.23872461053244157,0.008873422999999998,0.011861257741666667,0.036972232
3300055390_462,3300055390_462__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__,-,-,-,-,-,GCA_003161855.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855,79.07,0.409,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,80.02,0.89606,-,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Fen-1087,g__Fen-1087,s__,3300055390_462__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,207,9,0,0,0,84.33,4.09,11,0.03201659870128594,0,2268404,39444,10652,9001.603174603175,252,252,2343,39444,0.5694704294296783,10652,0.8959369671363655,9001.603174603175,2.268404,0.0014515883650024106,0.12425596404420636,0.2805450331205957,0.30630937289697696,0.3653343090790868,0.41365895313716705,-0.15392059216215578,0.022469351999999998,0.027720600697222222,0.094871655
3300060478_1091,3300060478_1091__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SG8-52-3;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,-,-,88.15,0.88029,-,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SG8-52-3,s__,3300060478_1091__dereplicated_genomes,p__Euryarchaeota,148,188,125,21,163,4,0,0,0,85.2,2.4,11,0.021888414623330563,0,1941043,71060,22019,14272.375,136,136,1893,71060,0.3117638300645581,22019,0.8876877019210806,14272.375,1.941043,0.28501094563708185,0.8796927370759939,0.02800908815955048,0.0477605168617036,0.019715339117100564,0.033090843694584475,0.3938768572388969,0.024792485,0.02875743807222222,0.094026715
3300067053_760,3300067053_760__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__RPPD01;g__RPPD01;s__,-,-,-,-,-,GCA_003818675.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__RPPD01;g__RPPD01;s__RPPD01 sp003818675,78.52,0.364,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,85.54,0.95627,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__SZUA-6,f__RPPD01,g__RPPD01,s__,3300067053_760__dereplicated_genomes,c__Spirochaetia,72,215,125,14,197,4,0,0,0,92.0,3.2,11,0.018686113603753652,0,3427085,80662,21303,15507.171945701357,221,221,3224,80662,0.5617400793969218,21303,0.9263595738068942,15507.171945701357,3.427085,0.0493187585205801,0.41217432516496655,0.24204471700844718,0.2719032516525338,0.1518779023145925,0.19118747703131056,-0.24322111744167918,0.0039451733,0.0057421997499999995,0.021052686
3300055390_572,3300055390_572__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,GCA_002256705.1,95,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,96.59,0.776,GCA_002256705.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__KS41 sp002256705,96.59,0.776,ani_screen,classification based on ANI only,"GCA_002256465.1, s__KS41 sp002256465, ...",59.72,-,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__KS41,s__KS41 sp002256705,3300055390_572__dereplicated_genomes,c__Gammaproteobacteria,112,580,289,157,416,7,0,0,0,78.05,1.38,11,0.022990714209590226,0,3288694,35747,9521,8346.939086294416,394,394,3349,35747,0.4559274897573322,9521,0.825076762994672,8346.939086294416,3.288694,0.5092114890696595,0.9528154520223513,0.0009347558131178571,0.009601841618471552,0.0002062522105335634,0.002217164087207212,-0.6287819935134874,0.083766045,0.09969529875,0.26176432
3300055390_943,3300055390_943__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,GCA_011048485.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp011048485,81.36,0.541,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_017883305.1, s__RBG-16-66-30 sp017...",87.43,0.96035,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300055390_943__dereplicated_genomes,k__Bacteria,2258,188,117,18,167,3,0,0,0,90.19,1.71,11,0.01562324837624548,0,2586195,191211,21602,15394.017857142857,168,168,2356,191211,0.6236219619943585,21602,0.925442590369249,15394.017857142857,2.586195,0.7040337233733662,0.9605180220828018,0.00750157228326118,0.019430803954865097,0.0028410816662626103,0.0073251985130144415,0.5043355572972763,0.043272253,0.0457231572638889,0.10577794
3300055390_382,3300055390_382__dereplicated_genomes,d__Bacteria;p__Omnitrophota;c__Koll11;o__Velamenicoccales;f__JABMQK01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,67.23,0.82854,-,d__Bacteria,p__Omnitrophota,c__Koll11,o__Velamenicoccales,f__JABMQK01,g__,s__,3300055390_382__dereplicated_genomes,k__Bacteria,2921,152,93,24,123,5,0,0,0,78.07,4.57,11,0.02238623517914488,0,1347144,37536,14071,11416.474576271186,118,118,1396,37536,0.4185038867411353,14071,0.9439287856383579,11416.474576271186,1.347144,0.11687175411031901,0.6581725099896913,0.12504244721207297,0.15290904973362066,0.703477498844538,0.7343618768425909,-0.06513881600289172,0.0016965476,0.003590525938888889,0.033939596
3300067053_294,3300067053_294__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_016874895.1, s__Desulfobacca sp016...",67.03,0.86872,Genome has more than 10.0% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__,3300067053_294__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,52,174,20,1,0,0,77.24,9.89,11,0.030134147028616415,0,3311074,35274,7247,6702.578947368421,494,494,3348,35274,0.5581019934921418,7247,0.8508236300366588,6702.578947368421,3.311074,0.8249688121978735,0.9649588286509359,0.2407071633431475,0.27111227871280824,0.6178756564326633,0.6529648912424194,-0.08514756162161809,0.090126005,0.09040521969444443,0.16290334
3300055390_1065,3300055390_1065__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__,-,-,-,-,-,GCA_016219005.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__SpSt-501 sp016219005,81.73,0.563,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_020725555.1, s__SpSt-501 sp0207255...",81.13,0.90673,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA2174_A,g__SpSt-501,s__,3300055390_1065__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,25,221,1,0,0,0,87.96,0.65,11,0.02912363116077537,0,4016227,70281,12571,10040.5675,400,400,3904,70281,0.6088893879753311,12571,0.885162118575469,10040.5675,4.016227,0.5864427340426106,0.9605180220828018,0.0011708796207911742,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.0771697325,0.08625575209722222,0.2176917
3300055390_173,3300055390_173__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,81.79,0.88794,-,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__,s__,3300055390_173__dereplicated_genomes,p__Actinobacteria,732,199,116,25,166,8,0,0,0,84.91,3.59,11,0.014231453755549234,0,2655743,55215,14112,10751.995951417004,247,247,2666,55215,0.6967157590173447,14112,0.9058835888864246,10751.995951417004,2.655743,0.00467573289356491,0.15751258090014078,0.053147474877415155,0.07543476733723264,0.01750284459877505,0.030576397911329475,-0.4028134645945779,0.057808962000000005,0.05561398856944444,0.09403787
3300060607_255,3300060607_255__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,62.46,0.78545,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__,s__,3300060607_255__dereplicated_genomes,k__Bacteria,924,151,101,42,108,1,0,0,0,77.33,0.99,11,0.03171262168165247,0,1401945,27702,7104,6551.144859813084,214,214,1494,27702,0.46506603326093393,7104,0.9076126381562758,6551.144859813084,1.401945,0.6086266524632304,0.9605180220828018,0.0010433450687915798,0.009601841618471552,0.00029087224720122527,0.0022635149418568077,0.6124521042625397,0.0069135415,0.00827059568611111,0.04013279
3300055390_871,3300055390_871__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__,-,-,-,-,-,GCA_903900025.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__MVRE01 sp903900025,82.58,0.696,taxonomic classification defined by topology and ANI,-,"GCA_022711635.1, s__MVRE01 sp022711635...",86.87,0.96194,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__MVRE01,s__,3300055390_871__dereplicated_genomes,p__Euryarchaeota,90,233,152,26,207,0,0,0,0,87.28,0.0,11,0.02611606717610027,0,1455954,49993,14072,10784.844444444445,135,135,1639,49993,0.550844326125688,14072,0.8840725737214226,10784.844444444445,1.455954,0.6022111005674438,0.9605180220828018,0.0011311340849592575,0.009601841618471552,0.00023224135475277428,0.002217164087207212,0.6222321810810553,0.0274000785,0.034385147525,0.10797804
3300060478_467,3300060478_467__dereplicated_genomes,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,86.25,0.76655,-,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__,s__,3300060478_467__dereplicated_genomes,k__Archaea,207,149,107,22,126,1,0,0,0,81.31,0.93,11,0.01593455238943567,0,952931,79162,31861,23823.275,40,40,1090,79162,0.5096832824202382,31861,0.901800864910471,23823.275,0.952931,0.6410903206764609,0.9605180220828018,0.014836185798664034,0.030675785129604862,0.0319882017847274,0.049425813587954254,0.3622028573595665,0.0162970465,0.022714641872222226,0.08194668
3300067053_231,3300067053_231__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__,-,-,-,-,-,GCA_001872285.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CG2-30-68-42;s__CG2-30-68-42 sp001872285,78.41,0.32,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,68.6,0.87979,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__CG2-30-68-42,s__,3300067053_231__dereplicated_genomes,f__Rhodocyclaceae,30,540,241,127,401,12,0,0,0,75.3,2.07,11,0.02063376876779308,0,3298192,28870,7199,6518.166007905138,506,506,3435,28870,0.6896896845301911,7199,0.9057086427958105,6518.166007905138,3.298192,0.15134289943499332,0.732276272532646,0.0038688235716604425,0.013360328990650972,0.0008867243908882312,0.003300156863479678,-0.5632838691891658,0.0334328375,0.03795706538888889,0.087610334
3300055390_1155,3300055390_1155__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__,-,-,-,-,-,GCA_902384685.1,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50 sp902384685,83.99,0.65,taxonomic classification defined by topology and ANI,-,"GCA_014894395.1, s__SM1-50 sp014894395...",75.15,0.97008,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SM1-50,s__,3300055390_1155__dereplicated_genomes,p__Euryarchaeota,148,188,125,41,142,5,0,0,0,77.02,3.2,11,0.024616465993455277,0,1532024,31701,10894,8704.681818181818,176,176,1654,31701,0.38508730933719054,10894,0.8691371675639546,8704.681818181818,1.532024,0.4576761926134858,0.9439272181747915,0.01338283586196602,0.028783184667947017,0.005566621496394958,0.012539547370826538,0.4684321790043072,0.0666872175,0.06798126558333334,0.18439117
3300067053_658,3300067053_658__dereplicated_genomes,d__Bacteria;p__AABM5-125-24;c__B3-LCP;o__B3-LCP;f__B3-LCP;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,87.92,0.78544,-,d__Bacteria,p__AABM5-125-24,c__B3-LCP,o__B3-LCP,f__B3-LCP,g__,s__,3300067053_658__dereplicated_genomes,k__Bacteria,2993,147,91,10,137,0,0,0,0,90.11,0.0,11,0.011661399367606372,0,3519503,104049,26636,17252.46568627451,204,204,2975,104049,0.5620370262505814,26636,0.918547306253184,17252.46568627451,3.519503,0.36924425593750543,0.8878457389957995,0.008582622761995328,0.020990643097908573,0.0323006485351985,0.04972905601821927,0.3615449043051988,0.0052646953,0.006743336866666666,0.026138322
3300060607_956,3300060607_956__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__,-,-,-,-,-,GCA_017860075.1,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__JACADW01 sp017860075,81.84,0.492,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,75.75,0.96483,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JACADW01,s__,3300060607_956__dereplicated_genomes,k__Bacteria,2258,188,117,43,141,4,0,0,0,78.62,2.35,11,0.014616074256450205,10,3488607,22242,6299,6035.652249134948,578,578,3177,22242,0.6075233109470656,6299,0.8958134292570071,6035.634948096886,3.488607,0.199492530135445,0.769317681457568,0.08043786384823297,0.10560553904001138,0.1454892135521976,0.18532554583434696,0.24561796621620602,0.0450555785,0.045093661944444446,0.08302309
3300055390_291,3300055390_291__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__;s__,-,-,-,-,-,GCA_012798435.1,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__JAAZNF01;s__JAAZNF01 sp012798435,78.63,0.374,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,80.93,0.77017,-,d__Bacteria,p__Myxococcota,c__B64-G9,o__B64-G9,f__B64-G9,g__,s__,3300055390_291__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,36,205,6,0,0,0,83.89,2.3,11,0.01961937539514772,0,6534191,116965,21685,16458.919395465993,397,397,5382,116965,0.6710005875249132,21685,0.9396505244490099,16458.919395465993,6.534191,0.2092388645249599,0.769317681457568,0.022961320570182284,0.04164171696626279,0.013606434670634146,0.0253198001697018,0.4168530072444993,0.007674765,0.008443610855555556,0.02565164
3300067053_799,3300067053_799__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_001881495.1, s__Aquirickettsiella ...",83.08,0.95663,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquirickettsiella,s__,3300067053_799__dereplicated_genomes,c__Gammaproteobacteria,1097,270,172,41,225,4,0,0,0,92.59,2.33,11,0.06071886579929924,0,1604820,78679,25521,16892.842105263157,95,95,1459,78679,0.386802258197181,25521,0.8990597076307624,16892.842105263157,1.60482,0.035985019432337305,0.3610057284852067,0.9410012502002099,0.9432050002006788,0.8583746975844442,0.8810176752185662,0.02947415594594472,0.008404511,0.009939692761111112,0.025961075
