IDs,TOP2,TOP3,TOP4,MID2,MID3,MID4,BTM2,BTM3,BTM4,Gene_Product,Ortholog_ID,percent_id,taxonomy,
Ga0562388_00840059_217_2433,5670130,6619270,0,0,0,17272100,0,6532540,0,acetyl-CoA synthase,KO:K14138,90.79,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium;Desulfatirhabdium butyrativorans;Desulfatirhabdium butyrativorans DSM 18734,
Ga0562388_07054618_511_993,22782400,5625010,0,0,0,258837,0,0,0,outer membrane autotransporter protein,TIGR01414,40.37,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;Parahaliea mediterranea;Parahaliea mediterranea DSM 21924,
Ga0562388_27819515_66_521,5667530,5482930,0,29408730,0,0,0,0,5999290,alkylation response protein AidB-like acyl-CoA dehydrogenase,COG1960,91.22,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_08452406_1_909,5457880,3811110,6584610,0,3165590,0,0,0,0,putative cell wall-binding protein,COG2247,33.33,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium sp. HY006;Ornithinimicrobium sp. HY006,
Ga0562388_04507720_1_1122,0,64021400,5441760,0,0,5041960,0,145551400,0,hypothetical protein,Hypo-rule applied,49.43,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Roseiarcaceae;Roseiarcus;Roseiarcus fermentans;Roseiarcus fermentans DSM 24875,
Ga0562388_01193351_109_939,27741500,0,5440810,0,57019440,0,0,0,0,sulfur-oxidizing protein SoxA,KO:K17222,69.82,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuriferula;Sulfuriferula multivorans;Sulfuriferula multivorans TTN,
Ga0562388_02035052_714_1823,5395450,0,5505560,0,547806,0,0,0,0,chaperonin GroEL,KO:K04077,91.58,Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album;Ignavibacterium album Mat9-16- JCM 16511,
Ga0562388_07979911_2_934,6575520,0,5323030,0,0,0,683085,0,0,methylmalonyl-CoA mutase,KO:K01847,89.07,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus mediterraneus;Desulfobulbus mediterraneus DSM 13871,
Ga0562388_03840871_2_1201,0,5320150,12337140,0,0,1423300,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_09120959_384_698,5277210,25759200,0,43621160,0,0,0,0,0,sulfur-oxidizing protein SoxZ,KO:K17227,93.27,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_14311129_404_709,9301190,5276580,0,0,0,0,0,0,18764000,TRAP-type mannitol/chloroaromatic compound transport system substrate-binding protein,COG4663,69.79,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;Limnohabitans curvus;Limnohabitans curvus MWH-C5,
Ga0562388_01904079_629_1576,0,11576750,5251450,0,19003900,10351140,0,0,0,TRAP transporter TAXI family solute receptor,TIGR02122,70.25,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_05495701_210_1121,5213740,7348800,4832700,0,0,0,0,0,4283480,hypothetical protein,Hypo-rule applied,40.75,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_02216024_3_1160,0,11978500,5196370,0,25158100,0,0,113853000,0,methyl-coenzyme M reductase beta subunit,KO:K00401,91.17,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_00320879_1857_2936,22925500,0,5146690,0,0,0,0,0,0,fructose-bisphosphate aldolase class II,KO:K01624,91.62,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter tundripaludum;Methylobacter tundripaludum SV96,
Ga0562388_00122580_2601_3050,13116700,5133760,0,9518140,0,0,0,0,0,intracellular sulfur oxidation DsrE/DsrF family protein,COG1416,70,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus denitrificans;Thiobacillus denitrificans ATCC 25259,
Ga0562388_00121831_1177_2067,14109400,0,5128190,0,11027900,0,2325080,0,0,citrate lyase subunit beta/citryl-CoA lyase,KO:K01644,75.84,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfofustis;Desulfofustis glycolicus;Desulfofustis glycolicus DSM 9705,
Ga0562388_00440215_1176_3893,4992910,0,6182800,0,0,10496690,4291298,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_01489668_345_2129,4918100,7631020,0,51950400,0,0,0,0,0,oligopeptide transport system substrate-binding protein,KO:K15580,61.99,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;Thermanaerothrix daxensis GNS-1,
Ga0562388_00001499_46061_47593,4908440,7650800,0,15538330,0,0,0,0,0,Amt family ammonium transporter,KO:K03320,83.37,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_00491242_925_2298,0,4907810,6268970,0,17750290,7879900,0,0,0,sulfide dehydrogenase [flavocytochrome c] flavoprotein subunit,KO:K17229,70.82,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_24485047_257_553,0,4877550,25806100,0,0,0,0,0,0,aspartate carbamoyltransferase catalytic subunit,KO:K00609,80.81,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;Pelolinea submarina;Pelolinea submarina DSM 23923,
Ga0562388_02960066_32_1516,4875150,0,6723130,369226,0,750737,0,0,0,hypothetical protein,Hypo-rule applied,44.92,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter argillaceus;Geobacter argillaceus ATCC BAA-1139,
Ga0562388_05903804_3_965,5613868,0,4866892,0,0,0,0,105769,0,OOP family OmpA-OmpF porin,KO:K03286,38.89,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina variabilis;Desulfosarcina variabilis Montpellier,
Ga0562388_03575760_3_1334,5378730,0,4839080,0,0,0,0,4811800,0,long-chain fatty acid transport protein,KO:K06076,63.26,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas sp. SG708;Dechloromonas sp. SG708,
Ga0562388_00011044_17754_18089,4790830,15310900,0,9350390,0,0,0,0,0,ElaB/YqjD/DUF883 family membrane-anchored ribosome-binding protein,COG4575,95.5,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_04576908_3_1082,8710280,0,4759570,0,0,0,0,0,0,predicted porin,COG3203,52.56,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;Betaproteobacteria bacterium GR16-43;Betaproteobacteria bacterium GR16-43,
Ga0562388_00308076_2539_4485,4698140,12949400,0,14149000,0,0,0,0,0,molecular chaperone DnaK,KO:K04043,79.72,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;Levilinea saccharolytica DSM 16555,
Ga0562388_06239140_818_1054,4645520,5492650,0,0,3326630,0,0,0,0,hypothetical protein,Hypo-rule applied,73.08,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum sp. 0917;Methylocaldum sp. 0917,
Ga0562388_00748355_830_2464,4623220,0,5476834,0,5460520,0,0,0,0,chaperonin GroEL,KO:K04077,80,Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Geofilum;Geofilum rubicundum;Geofilum rubicundum JCM 15548,
Ga0562388_06149530_768_1061,6398120,0,4573110,0,1159090,0,0,0,0,adenylylsulfate reductase subunit B,KO:K00395,78.95,Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfallas;Desulfallas thermosapovorans;Desulfallas thermosapovorans DSM 6562,
Ga0562388_12856667_2_436,5540270,4556370,0,0,0,0,0,0,0,Ca2+-binding RTX toxin-like protein,COG2931,44.25,Bacteria;Cyanobacteria;unclassified Cyanobacteria;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa;Microcystis aeruginosa NIES-87,
Ga0562388_11597692_1_783,5387230,0,4552450,0,250302,0,0,0,981752,chaperonin GroEL,KO:K04077,88.51,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Povalibacter;Povalibacter uvarum;Povalibacter uvarum DSM 26723,
Ga0562388_08139302_1_405,4458400,0,6688310,0,0,0,0,10625700,0,hypothetical protein,Hypo-rule applied,47.76,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta thermophila;Spirochaeta thermophila DSM 6192,
Ga0562388_03800328_216_845,5065150,0,4397260,0,0,5372420,0,0,0,peptidoglycan-associated lipoprotein,KO:K03640,45.16,Bacteria;Acidobacteria;Vicinamibacteria;unclassified Vicinamibacteria;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis;Luteitalea pratensis DSM 100886,
Ga0562388_00036682_5146_6951,0,4558920,4315640,0,0,0,0,0,0,PQQ-dependent dehydrogenase (methanol/ethanol family),TIGR03075,85.74,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Rubrivivax;Rubrivivax gelatinosus;Rubrivivax gelatinosus CBS,
Ga0562388_00016143_17367_17879,9701150,4281070,0,0,0,0,0,0,0,tetratricopeptide (TPR) repeat protein,COG0457,45.07,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_00007686_6021_10379,5975320,0,4260060,0,0,0,3929790,0,0,hypothetical protein,Hypo-rule applied,42.03,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta africana;Spirochaeta africana Z-7692- DSM 8902,
Ga0562388_01249867_1_1905,0,4842210,4208850,0,0,6313060,0,600733,0,hypothetical protein,Hypo-rule applied,75.56,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta cellobiosiphila;Spirochaeta cellobiosiphila DSM 17781,
Ga0562388_03709266_1_1356,8723490,4204180,0,0,12425500,0,0,4271096,0,chaperonin GroEL,KO:K04077,87.61,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina cetonica;Desulfosarcina cetonica JCM 12296,
Ga0562388_03071750_679_1488,4818270,4173850,0,1656980,0,0,7712510,0,0,alcohol dehydrogenase (cytochrome c),KO:K00114,74.8,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;unclassified Burkholderiales;Burkholderiales bacterium JOSHI_001;Burkholderiales sp. JOSHI_001,
Ga0562388_04688636_2_1210,11065750,4118320,0,0,0,0,0,0,7500090,hypothetical protein,Hypo-rule applied,34.76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. JS42;Acidovorax sp. JS42,
Ga0562388_03534614_2_1237,1511630,4082410,4446850,0,0,0,0,5684510,0,predicted porin,COG3203,25.14,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. CHM02;Pseudomonas sp. CHM02,
Ga0562388_00046727_9522_11540,7383310,4073150,0,0,9208250,0,0,0,0,peptide/nickel transport system substrate-binding protein,KO:K02035,48.74,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;Pelolinea submarina;Pelolinea submarina DSM 23923,
Ga0562388_00013312_19427_20383,0,9098840,4035480,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,60,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium lacus;Methylosarcina lacus LW14,
Ga0562388_03270652_605_1444,0,4010310,10322800,0,0,0,1452380,0,0,elongation factor Tu,KO:K02358,96.77,Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;Candidatus Competibacteraceae;Candidatus Competibacter;Candidatus Competibacter denitrificans;Candidatus Competibacter denitrificans Run_A_D11,
Ga0562388_00612834_3_2603,4448010,3988100,0,0,0,0,0,0,0,OmcA/MtrC family decaheme c-type cytochrome,TIGR03507,50.5,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax ferrireducens;Rhodoferax ferrireducens T118,
Ga0562388_00309973_530_1267,4103080,0,3966970,0,0,0,0,0,0,tetrahydromethanopterin S-methyltransferase subunit A,KO:K00577,78.78,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;Methanosphaerula palustris;Methanosphaerula palustris E1-9c- DSM 19958,
Ga0562388_00000225_23039_23689,5196460,0,3946720,0,595060,0,0,0,0,LemA protein,KO:K03744,82.03,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_01081680_1428_2495,4357640,0,3943020,0,0,0,0,0,0,long-chain fatty acid transport protein,KO:K06076,61.34,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfocurvibacter;Desulfocurvibacter africanus;Desulfocurvibacter africanus PCS,
Ga0562388_01883806_3_815,3936310,6439860,0,16931180,14287000,0,0,0,0,methane/ammonia monooxygenase subunit B,KO:K10945,90.41,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloterricola;Methyloterricola oryzae;Methyloterricola oryzae 73a,
Ga0562388_00024677_14140_15558,3883156,526513,5217550,0,0,0,0,0,388517,chaperonin GroEL,KO:K04077,69.15,Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii;Megasphaera elsdenii 24-50,
Ga0562388_02108256_1_1791,7154250,3846330,0,0,0,0,0,0,2084420,hypothetical protein,Hypo-rule applied,53.92,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia albidiflava;Massilia albidiflava DSM 17472,
Ga0562388_00092335_2107_3084,0,3843230,4554900,0,0,4153350,0,10338073,0,DNA-directed RNA polymerase subunit alpha,KO:K03040,81.48,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira lacus;Nitrosospira lacus APG3,
Ga0562388_11705422_1_780,3824510,0,5783940,5452810,0,0,0,0,0,chaperonin GroEL,KO:K04077,78.16,Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii;Thermoflexus hugenholtzii JAD2,
Ga0562388_11629411_274_717,9092590,3820770,0,0,16524800,0,0,0,0,bacterioferritin,KO:K03594,85.03,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas methanica;Methylomonas methanica R-45371,
Ga0562388_02502726_1284_1646,43969600,3766280,0,0,0,0,1456520,0,0,chaperonin GroEL,KO:K04077,90.83,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium erythrophlei;Bradyrhizobium erythrophlei GAS401,
Ga0562388_24508813_1_231,7450360,0,3740330,0,0,0,0,0,0,osmotically-inducible protein OsmY,COG2823,82.89,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus communis;Azoarcus communis TSPY31,
Ga0562388_00441876_1593_2300,9298090,0,3730320,0,2009120,0,0,0,0,outer membrane protein OmpA-like peptidoglycan-associated protein,COG2885,51.18,Bacteria;Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;Aminicenantes bacterium SCGC AAA252-D06;Aminicenantes bacterium SCGC AAA252-D06 (contamination screened),
Ga0562388_03421204_273_1046,0,3677950,6251830,4586080,0,0,0,0,7576040,OOP family OmpA-OmpF porin,KO:K03286,60.21,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. KH32C;Azoarcus sp. KH32C,
Ga0562388_27025218_1_528,7629230,0,3652780,0,0,0,0,0,0,TRAP-type mannitol/chloroaromatic compound transport system substrate-binding protein,COG4663,93.14,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis;Sulfuritortus calidifontis DSM 103923,
Ga0562388_00163416_5800_6315,3834600,0,3648780,0,4155110,0,0,0,0,OOP family OmpA-OmpF porin,KO:K03286,37.06,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. T1lg88;Pseudoalteromonas sp. T1lg88,
Ga0562388_00143177_1756_4302,16071100,6747950,0,0,0,0,3175150,9506410,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00909704_1_2133,5942020,3572480,0,5167410,0,0,0,0,0,outer membrane receptor for ferrienterochelin and colicin,COG4771,35.03,Bacteria;Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;Aminicenantes bacterium SCGC AAA252-D06;Aminicenantes bacterium SCGC AAA252-D06 (contamination screened),
Ga0562388_03124586_547_1011,0,6743480,3563080,0,3553800,0,0,0,0,starvation-inducible DNA-binding protein,KO:K04047,96.1,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas sp. HYN0024;Dechloromonas sp. HYN0024,
Ga0562388_06259405_258_1052,7199980,865455,3476130,0,0,0,0,0,0,OOP family OmpA-OmpF porin,KO:K03286,36.14,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;Desulfopila sp. IMCC35005;Desulfopila sp. IMCC35005,
Ga0562388_00774646_1685_2944,3409860,8601420,0,17960290,0,0,0,0,1878470,TonB-linked SusC/RagA family outer membrane protein,TIGR04056,53.95,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Anditalea;Anditalea andensis;Anditalea andensis LY1,
Ga0562388_00468440_2619_3776,5399880,0,3379340,0,0,0,273338,0,0,hypothetical protein,Hypo-rule applied,37.67,Bacteria;Nitrospirae;Thermodesulfovibrionia;Thermodesulfovibrionales;Thermodesulfovibrionaceae;Thermodesulfovibrio;Thermodesulfovibrio islandicus;Thermodesulfovibrio islandicus DSM 12570,
Ga0562388_06547916_464_1027,0,3339720,3433100,0,0,6340670,0,0,0,peptidyl-prolyl cis-trans isomerase C,KO:K03769,78.07,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas sp. SG708;Dechloromonas sp. SG708,
Ga0562388_07750788_3_947,3316520,0,3720700,0,6551040,0,0,0,0,2-aminobenzoate-CoA ligase,KO:K08295,73.97,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_05902989_3_1082,0,3287100,15982660,0,21975800,5253010,0,0,0,methyl-coenzyme M reductase beta subunit,KO:K00401,92.5,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_06883160_2_871,12119100,3212910,3171030,0,12330877,0,0,0,0,GBP family porin,KO:K03285,46.15,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified Comamonadaceae;Comamonadaceae bacterium;Comamonadaceae sp. OAS658,
Ga0562388_00000092_11379_13493,3181840,8387190,0,33439200,0,0,0,0,0,twitching motility protein PilJ,KO:K02660,85.94,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_01985093_191_1228,0,4102810,3168450,0,0,0,0,0,0,OOP family OmpA-OmpF porin,KO:K03286,64.53,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis;Lamprocystis purpurea;Lamprocystis purpurea DSM 4197,
Ga0562388_00780540_1_2931,7382690,0,3165930,0,0,1788700,0,0,0,hypothetical protein,Hypo-rule applied,31.53,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium;Archangium sp. Cb G35;Archangium sp. Cb G35,
Ga0562388_11840583_120_776,0,3117500,20451600,0,0,23971200,898572,0,0,chaperonin GroEL,KO:K04077,96.33,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_10679136_406_813,0,5583240,3066220,0,0,0,0,0,0,predicted porin,COG3203,32.43,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Thiomonas;Thiomonas bhubaneswarensis;Thiomonas bhubaneswarensis DSM 18181,
Ga0562388_00495181_1460_3475,11002140,0,3054220,0,7560890,0,0,0,0,peptide/nickel transport system substrate-binding protein,KO:K02035,48.1,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;Pelolinea submarina;Pelolinea submarina DSM 23923,
Ga0562388_05346948_1_615,0,3040210,3319420,0,3262260,0,0,0,0,transaldolase,KO:K00616,89.76,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas lenta;Methylomonas lenta R-45370,
Ga0562388_08705342_266_898,3031080,20703600,2905210,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00065124_6168_7580,0,3010430,7973380,0,0,0,0,0,0,F-type H+-transporting ATPase subunit beta,KO:K02112,91.7,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Rhizobacter;Rhizobacter sp. Root16D2;Rhizobacter sp. Root16D2,
Ga0562388_03208097_1_1053,13733200,5346020,0,0,0,0,0,9580640,2365710,glyoxylase-like metal-dependent hydrolase (beta-lactamase superfamily II),COG0491,67.46,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella aerolata;Skermanella aerolata KACC 11604,
Ga0562388_08341576_3_836,3037280,2978440,0,4967950,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00236929_538_2451,3095170,2972970,0,0,0,0,1243230,0,0,transketolase,COG0021,92.17,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas lenta;Methylomonas lenta R-45370,
Ga0562388_04925518_167_1180,6656040,0,2972740,0,0,10320300,0,0,0,hypothetical protein,Hypo-rule applied,27.14,Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter;Deferribacter desulfuricans;Deferribacter desulfuricans SSM1,
Ga0562388_00165231_3128_3958,10250800,0,2971010,0,0,6541580,0,0,0,outer membrane protein,KO:K07274,41.39,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia timonae;Massilia timonae CCUG 45783,
Ga0562388_01106077_821_2221,0,17497490,2965617,5080040,0,0,0,0,1362710,aldose 1-epimerase,KO:K01785,58.35,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter pauli;Solirubrobacter pauli DSM 14954,
Ga0562388_00006067_8935_9390,2957980,10172200,0,46670700,0,0,0,0,0,lipid-binding SYLF domain-containing protein,COG2930,59.84,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Alsobacteraceae;Alsobacter;Alsobacter soli;Alsobacter soli SH9,
Ga0562388_02643468_2_1489,5092947,2952252,0,0,0,0,0,0,0,chaperonin GroEL,KO:K04077,88.08,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Povalibacter;Povalibacter uvarum;Povalibacter uvarum DSM 26723,
Ga0562388_02418718_1_732,2933960,3671640,0,0,0,0,6151980,0,0,outer membrane protein W,COG3047,46.15,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_00047403_8475_9575,3039710,0,2933740,0,4043410,0,0,0,0,sulfite reductase beta subunit,KO:K11181,86.89,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma;Desulfosoma caldarium;Desulfosoma caldarium DSM 22027,
Ga0562388_03031768_3_1499,0,2927860,8002660,5863360,0,0,0,0,1372930,hypothetical protein,Hypo-rule applied,28.73,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus;Terriglobus roseus;Terriglobus roseus AB35.6,
Ga0562388_17363493_2_646,2925550,10647000,0,7083400,0,0,0,0,0,sulfite reductase beta subunit,KO:K11181,92.56,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_08227995_2_922,10469900,2916080,0,0,10697700,0,0,890190,0,3-methylcrotonyl-CoA carboxylase beta subunit,KO:K01969,78.83,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;Smithella sp. F21;Smithella sp. F21,
Ga0562388_00714857_1225_1845,2915710,0,8757900,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,70.73,Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;Thermoanaerobaculum aquaticum;Thermoanaerobaculum aquaticum MP-01,
